 ;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
9202587;3551009202587;35;355100;;BIO LABORATORIO DE ANALISES CLINICAS DE SANTOS LTDA;BIO LABORATORIO DE ANALISES CLINICAS DE SANTOS SAO VICENTE;;;M;;;M ;MUNICIPAL;04;39;11320001;AV PRESIDENTE WILSON;1473;CENTRO;32518080;-239.652.649.409;-4.638.214.155;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;52251659000548;biolab@ig.com.br;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9213317;3551009213317;35;355100;;R R M PSICOLOGIA LTDA;R R M PSICOLOGIA LTDA ME SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310050;JOAO RAMALHO;803;CENTRO;13 34663823;-2.396.503;-46.385.326;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22596115000123;adm.rrmsaude@gmail.com;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9221379;3551009221379;35;355100;;CLINICA DE IMAGEM SAO VICENTE LTDA ME;CLINICA DE IMAGEM SAO VICENTE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310421;IPIRANGA;339;CENTRO;13 34692226;-239.651.806;-463.874.348;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;21685994000105;ajofalleiros@bol.com.br;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9241981;3551009241981;35;355100;;CENTRO DE DIAGNOSTICO DO APARELHO DIGESTIVO JCC EIRELI M;CLINICA CDAD JCC;;;M;;;M ;MUNICIPAL;04;36;11310902;FREI GASPAR;790;CENTRO;13 32192524;-239.653.523.449;-463.863.533.735;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;26145059000161;secretaria.cediad@gmail.com;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9262156;3551009262156;35;355100;;MARINA DA SILVEIRA RODRIGUES ALMEIDA;INSTITUTO INCLUSAO BRASIL SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310070;RUA JACOB EMERICK;365;CENTRO;1334663504;-2.396.776;-46.385.015;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;MARINAALMEIDA@OINSTITUTOINCLUSAOBRASIL.COM.BR;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9327630;3551009327630;35;355100;;INSTITUTO DE LASERTERAPIA MED LASER LTDA;INSTITUTO DE LASERTERAPIA MED LASER LTDA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310060;RUA FREI GASPAR;147;CENTRO;1335694242;-2.396.822;-46.381.569;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;60014776000192;eliel.gomes@hospitaldeolhos.net;2062;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
9380973;3551009380973;35;355100;;MARJORY ALFARO NASCIMENTO;MARJORY ALFARO NASCIMENTO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310200;AV CAPITAO MOR AGUIAR;210;CENTRO;1330347605;-239.690.724;-463.917.071;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;fcoricarte@hotmail.com;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9411127;3551009411127;35;355100;;TEREZA CRISTINA SILVA GONCALVES;LA LUMIERE PSICOLOGIA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310071;RUA JACOB EMERICK;365;CENTRO;13 997161690;-239.650.115;-463.915.472;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;TCRIS.PSI@GMAIL.COM;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9428771;3551009428771;35;355100;;CAMILA DE LIMA CALDAS MOREIRA SOBREIRA DA SILVA ME;PSICOLORINDO CLINICA DE PSICOLOGIA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310400;RUA QUINZE DE NOVEMBRO;576;CENTRO;1330130049;-23.963.704;-46.385.425;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;27514007000188;psicologa.camilamoreira@gmail.com;2135;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9436758;3551009436758;35;355100;;DR EXAMINA LTDA ME;DR EXAMINA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;4;11320020;RUA TIBIRICA;160;CENTRO;13 33047976;-239.673.762;-463.830.968;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;26451048000100;DREXAMINA@DREXAMINA.COM.BR;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9466797;3551009466797;35;355100;;LABORATORIO DE ANALISES CLINICAS DR LEAO DE MOURA S S LTDA;LABORATORIO DR LEAO DE MOURA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;39;11310421;IPIRANGA;321;CENTRO;13 32221768;-23.964.812;-46.387.413;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;58157694000236;sscontabilidade@goldtec.com.br;2240;0.0;0.0;0.0;0.0;1.0;0.0;10;NAO
9490922;3551009490922;35;355100;;MULTI CLINICA SANTA CLARA LTDA;LABORATORIO SANTA CLARA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;39;11310040;PADRE ANCHIETA;224;CENTRO;13 32785908;-23.968.164;-46.384.882;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;01498718000201;secretaria@adefcontabilidade.com.br;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9526358;3551009526358;35;355100;;EDEJORGE DE OLIVEIRA JUNIOR;MEDSEG SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310070;RUA JACOB EMERICK;1074;CENTRO;1330431041;-23.964.798;-46.390.923;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;18415838000101;edejorge@medsegconsultoria.com.br;2135;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9599940;3551009599940;35;355100;;JULIANA CRUZ FERNANDES;JULIANA CRUZ FERNANDES SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310061;RUA FREI GASPAR;637;CENTRO;13996188414;-23.966.058;-4.638.569;02;ATENDIMENTO SOMENTE A TARDE;;juliecvc@hotmail.com;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9627359;3551009627359;35;355100;;MARIA LUISA SAMPERE SERNA CRUZ;MARIA LUISA SAMPERE SERNA CRUZ SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320915;AV PRESIDENTE WILSON;1473;CENTRO;(13)34691989;-23.965.412;-4.638.224;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;m.l.sampere@uol.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9632360;3551009632360;35;355100;;I T CAVALCANTE CLINICA;I T CAVALCANTE CLINICA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;4;11310421;RUA IPIRANGA;345;CENTRO;1340421570;-239.645.974.411;-463.874.745.369;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;21365491000306;CMCSAOVICENTE@GMAIL.COM;2062;0.0;0.0;0.0;0.0;1.0;0.0;10;NAO
9781269;3551009781269;35;355100;;CLINICA FARES OSASCO LIMITADA;CLINICA FARES SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310040;R QUINZE DE NOVEMBRO;176;CENTRO;1139863503;-239.631.703;-463.852.566;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;23181573000326;;2062;0.0;0.0;0.0;0.0;1.0;0.0;10;NAO
9811168;3551009811168;35;355100;;WANESSA CARMO TELHADO VASQUES;CONSULTORIO DE PSICOLOGIA VITALITE SAUDE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310060;RUA FREI GASPAR;637;CENTRO;13991056373;-239.497.554;-464.118.183;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;wanessacarmo@hotmail.com;4000;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9833358;3551009833358;35;355100;;CLINICA GONCALO MONTEIRO LTDA;CLINICA IPIRANGA LTDA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320110;RUA GONCALO MONTEIRO;154;CENTRO;1334689912;-239.687;-463.730.926;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;30746907000165;POLICLINIA.IPIRANGA@GMAIL.COM;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9909354;3551009909354;35;355100;;MARIA BEATRIZ ESTOGIO SILVA;MARIA BEATRIZ ESTOGIO SILVA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310071;RUA JACOB EMERICK;365;CENTRO;13996256002;-239.650.115;-463.915.472;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;MARIABEATRIZ.PSICOLOGACLINICA@GMAIL.COM;4000;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9921257;3551009921257;35;355100;;E T S FISIOTERAPIA LTDA;E T S FISIOTERAPIA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310061;RUA FREI GASPAR;739;CENTRO;1334612270;-23.965.628;-46.386.671;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;11894851000222;evelisetricca@terra.com.br;2062;0.0;0.0;0.0;0.0;1.0;0.0;10;NAO
9922482;3551009922482;35;355100;;SV RADIOLOGIA LTDA;DOMINIO IMAGEM SAO VICENTE;;;M;;;M ;MUNICIPAL;04;39;11310040;RUA PADRE ANCHIETA;224;CENTRO;1334714143;-23.968.142;-46.384.879;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;30583217000132;dministracao@dominioimagem.com.br;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9929754;3551009929754;35;355100;;CIBELE SILVA SANTOS;CSS EXAMES PSICOTECNICOS SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310400;RUA QUINZE DE NOVEMBRO;576;CENTRO;13988100626;-23.963.728;-46.385.414;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;30655163000173;BELESANTOS10@YAHOO.COM.BR;2135;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9990275;3551009990275;35;355100;;DANIELA MARIA BUENO DE VARGAS;DANIELA MARIA BUENO DE VARGAS SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310400;RUA QUINZE DE NOVEMBRO;576;CENTRO;1334665401;-23.963.706;-46.385.435;02;ATENDIMENTO SOMENTE A TARDE;;danielabvargas@uol.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
420336;3551000420336;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;SAMU 192 SAO VICENTE 8;;;M;;;M ;MUNICIPAL;04;42;11355230;PRACA IMIGRACAO JAPONESA;S/N;CIDADE NAUTICA;1334637876;-23.950.627;-46.406.641;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;samu@saudesaovicente.sp.gov.br;1244;;;;;0.0;0.0;07;NAO
2033283;3551002033283;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;UNIDADE BASICA DE SAUDE TANCREDO NEVES SAO VICENTE;;;M;;;M ;MUNICIPAL;04;2;11350560;RUA LUIZ MEIRELES DE ARAUJO;160;CIDADE NAUTICA;(13)34641262;-239.416.158.403;-464.190.812.685;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ubstancredoneves@hotmail.com;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
2035278;3551002035278;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;PRONTO ATENDIMENTO CIDADE NAUTICA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;20;11310000;PRACA IMIGRACAO JAPONESA;S/N;CIDADE NAUTICA;(13)34642700;;;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1244;0.0;0.0;0.0;0.0;1.0;0.0;04;NAO
5048427;3551005048427;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;UNIDADE BASICA DE SAUDE NAUTICA III SAO VICENTE;;;M;;;M ;MUNICIPAL;04;2;11340380;RUA NICOLAU PATRICIO MOREIRA;225;CIDADE NAUTICA;1334638266;-239.543.155;-464.158.961;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ubsnautica3@saudesaovicente.sp.gov.br;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
6964796;3551006964796;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;SAMU 192 SAO VICENTE 1;;;M;;;M ;MUNICIPAL;04;42;11355230;PRACA IMIGRACAO JAPONESA;S/N;CIDADE NAUTICA;1334637876;-23.950.617;-46.406.652;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;SAMU@SAUDESAOVICENTE.SP.GOV.BR;1244;;;;;0.0;0.0;;NAO
6975739;3551006975739;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;SAMU 192 SAO VICENTE 3;;;M;;;M ;MUNICIPAL;04;42;11355230;PRACA IMIGRACAO JAPONESA;S/N;CIDADE NAUTICA;1334637876;-23.950.607;-46.406.641;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;samu@saudesaovicente.sp.gov.br;1244;;;;;0.0;0.0;;NAO
6975836;3551006975836;35;355100;46177523000109;PREFEITURA MUNICIPAL DE SAO VICENTE;SAMU 192 SAO VICENTE 4;;;M;;;M ;MUNICIPAL;04;42;11355230;PRACA IMIGRACAO JAPONESA;S/N;CIDADE NAUTICA;1334637876;;;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;SAMU@SAUDESAOVICENTE.SP.GOV.BR;1244;;;;;0.0;0.0;07;NAO
9842608;3551009842608;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;SAMU 192 SAO VICENTE 6;;;M;;;M ;MUNICIPAL;04;42;11355230;PRACA IMIGRACAO JAPONESA;S/N;CIDADE NAUTICA;;-23.951.077;-464.063.359;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;SAMU@SAUDESAOVICENTE.SP.GOV.BR;1244;;;;;0.0;0.0;;NAO
8169381;3551008169381;35;355100;;SEST SERVICO SOCIAL DO TRANSPORTE;SEST SENAT UNIDADE B N51 SV;;;M;;;M ;MUNICIPAL;04;36;11340265;ADALBERTO PANZAN;151;CIDADE NAUTICA III;61 33157000;-239.519.031.209;-464.163.431.525;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;73471989009575;SAOVICENTE.SP@SESTSENAT.ORG.BR;3077;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
7371349;3551007371349;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;HOSPITAL DR OLAVO HORNEAUX DE MOURA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;5;11349000;RUA ALFREDO SCHAMMAS;S/N;CJTO HUMAITA;1334061822;-23.949.914;-4.645.965;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;PSHUMAITA@SAUDESAOVICENTE.SP.GOV.BR;1244;0.0;0.0;0.0;0.0;1.0;1.0;;SIM
8332568;3551008332568;35;355100;;EDVALDO M C DROGARIA;DROGAFARMA HUMAITA SV;;;M;;;M ;MUNICIPAL;04;43;11349390;HATCHIC ARMENIO CAICHJIAN;232;CONJUNTO RESIDENCIAL;13 30224716;-239.495.106.936;-464.594.623.446;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;15303756000187;AYRTON@ACASSESSORIA.COM;2135;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4254910;3551004254910;35;355100;;FERNANDEZ ODONTOLOGIA ESPECIALIZADA LTDA;SORRIDENTS CLINICAS ODONTOLOGICAS SV;;;M;;;M ;MUNICIPAL;04;22;11340100;SENADOR CESARIO BASTOS;225;ESPLANADA DOS BARREI;18 98266150;-239.577.712.435;-464.019.584.656;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;46005597000168;agf.clinicaodonto@gmail.com;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9842829;3551009842829;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;ESF ESPLANADA DOS BARREIROS SAO VICENTE;;;M;;;M ;MUNICIPAL;04;2;11330750;AV BRASIL;S/N;ESPLANADA DOS BARREI;1334641257;-239.653.309;-464.134.111;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;esfesplanada@saudesaovicente.sp.gov.br;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
2050056;3551002050056;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;POSTO DE ENFERMAGEM DO GONZAGUINHA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;1;11320440;AV EMBAIXADOR PEDRO DE TOLEDO;S/N;GONZAGUINHA;1334663605;-23.970.567;-46.383.927;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244;0.0;0.0;0.0;0.0;1.0;0.0;04;NAO
3584607;3551003584607;35;355100;;ORLANDO FERREIRA DA COSTA;ORLANDO FERREIRA DA COSTA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320060;AMADOR BUENO DA RIBEIRA;64;GONZAGUINHA;(13)34681270;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000;0.0;0.0;0.0;0.0;1.0;0.0;04;NAO
5461928;3551005461928;35;355100;;BEAUTY GRAF CENTER ESTETICA CORPORAL E FACIAL LTDA ME;BEAUTY GRAF CENTER SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11320110;GONCALO MONTEIRO;189;GONZAGUINHA;(13)34697846;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;07204572000131;;2062;0.0;0.0;0.0;0.0;1.0;0.0;10;NAO
5786509;3551005786509;35;355100;;BIOMEGA MEDICINA DIAGNOSTICA LTDA;BIOMEGA MEDICINA DIAGNOSTICA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310060;FREI GASPAR;147;GONZAGUINHA;11 41345544;-239.682.493.697;-463.809.889.555;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;28966389011188;CONTABILACERTA@GMAIL.COM;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
8035504;3551008035504;35;355100;;IMUVI INSTITUTO DE MEDICINA HUMANAE VITAE LTDA;IMUVI INSTITUTO DE MEDICINA HUMANAE VITAE SV;;;M;;;M ;MUNICIPAL;04;36;11320040;DOUTOR AMERICO BRASILIENSE;307;GONZAGUINHA;11 35316666;-239.655.729.328;-463.793.367.147;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;58622986000464;SAC@IMUVI.COM.BR;2062;0.0;0.0;0.0;0.0;1.0;0.0;04;NAO
2035286;3551002035286;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;ESF HUMAITA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;2;11349370;RUA ALFREDO NEVES;319;HUMAITA;1334062870;-239.502.162.049;-464.600.137.152;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;eacshumaita@hotmail.com;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
2039249;3551002039249;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;CAD CENTRO APOIO E DIAGNOSTICO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;39;11349000;RUA JOSE SINGER;S/N;HUMAITA;(13)34061142;-23.948.823;-46.461.355;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244;;;;;0.0;0.0;10;SIM
2084767;3551002084767;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;PRONTO ATENDIMENTO HUMAITA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;73;11349000;RUA JOSE SINGER;S/N;HUMAITA;(13)35658700;-23.949.644;-46.459.475;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1244;0.0;0.0;0.0;0.0;1.0;0.0;04;SIM
3626105;3551003626105;35;355100;;GLAUCIRA PECE VENTURA;GLAUCIRA PECE VENTURA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11349000;DR JOSE SINGER;387;HUMAITA;(13)35642269;;;02;ATENDIMENTO SOMENTE A TARDE;;;4000;0.0;0.0;0.0;0.0;1.0;0.0;06;NAO
7983220;3551007983220;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;ACADEMIA DA SAUDE HUMAITA;;;M;;;M ;MUNICIPAL;04;74;11349190;PRACA SEBASTIAO AUGUSTO DA SILVA;S/N;HUMAITA;35695714;-23.952.639;-46.454.035;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244;;;;;1.0;0.0;;NAO
1136240;3551001136240;35;355100;;RONNY TRAVASSOS AZURZA;RONNY TRAVASSOS AZURZA;;;M;;;M ;MUNICIPAL;04;22;11320230;R JOAO JOSE FLORINDO DA SILVA;27;ITARARE;;-23.967.373;-4.638.449;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ronnyshim@gmail.com;4000;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2045885;3551002045885;35;355100;;INSTITUTO DE UROLOGIA E GASTROCIRURGIA DE SAO VICENTE LTDA;I U G C SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11320001;AV PRESIDENTE WILSON;1033;ITARARE;(13)34676566;-239.673.041.334;-463.785.933.187;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;55672083000157;;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3564452;3551003564452;35;355100;;FRANCISCO CARLOS MARTINEZ DE CARVALHO;CLINICA DE OLHOS CARVALHO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320001;AVENIDA PRESIDENTE WILSON;1473;ITARARE;(13)34671224;-239.653.201.472;-463.821.879.322;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;oftalmofcmc@hotmail.com;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3669076;3551003669076;35;355100;;CARLOS SARKISSIAN SOBRINHO;CARLOS SARKISSIAN SOBRINHO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310090;AVENIDA PRESIDENTE WILSON;1081;ITARARE;(13)34685661;-239.670.756.294;-463.789.219.747;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3705870;3551003705870;35;355100;;ROSANGELA SOARES MOREIRA;ROSANGELA SOARES MOREIRA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310100;AV PRESIDENTE WILSON;89;ITARARE;(13)34673808;-23.971.713;-46.370.463;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;rosangelasoares@uol.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3725286;3551003725286;35;355100;;CLINICA MEDICA GADDINI LTDA;CLINICA MEDICA GADDINI LTDA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310100;AV PRESIDENTE WILSON;1033;ITARARE;(13)34676566;-239.673.335.447;-463.785.504.035;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;04041168000104;IUGC@IRON.COM.BR;2240;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3725332;3551003725332;35;355100;;ECELD MEDICINA E SAUDE LTDA;ECELD MEDICINA E SAUDE LTDA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11320001;AV PRESIDENTE WILSON;1033;ITARARE;(13)34676566;-23.967.385;-46.378.557;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;03149718000132;IUGC@IRON.COM.BR;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4143698;3551004143698;35;355100;;AMOR SAUDE CLINICA ODONTOLOGICA LTDA;AMOR SAUDE CLINICA ODONTOLOGICA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320130;MESSIA ASSU;443;ITARARE;31 97813987;-239.707.312;-463.715.383;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;37934032000174;SIMONETOTALSAUDE@GMAIL.COM;2062;0.0;0.0;0.0;0.0;0.0;0.0;10;NAO
4750969;3551004750969;35;355100;;RAIA DROGASIL S A;DROGARAIA LJ0640 SV;;;M;;;M ;MUNICIPAL;04;43;11320001;PRESIDENTE WILSON;1169;ITARARE;13996160085;-239.668.033.164;-463.796.639.442;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;61585865140670;fiscallegalizacao@rdsaude.com.br;2046;;;;;1.0;0.0;;NAO
5393493;3551005393493;35;355100;;CENTRO DE REABILITACAO E PREVENCAO MUSCULO ESQUELETICA LTDA;CLINICA PELLEGRINI SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11320080;FREITAS GUIMARAES;445;ITARARE;13 96712135;-239.688.424.919;-463.730.174.303;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;47270513000186;C.PELLEGRINI@TERRA.COM.BR;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5411564;3551005411564;35;355100;;VANIA LUCIA NOGUEIRA MENDES TAGLIARINI;VANIA LUCIA NOGUEIRA MENDES TAGLIARINI SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320001;AV PRESIDENTE WILSON;1473;ITARARE;(13) 34696965;-2.396.543;-46.382.232;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;dermatologiatagliarini@gmail.com;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5828821;3551005828821;35;355100;;CLINICA MICHELLA CHAYAMITI LTDA;CLINICA MICHELLA CHAYAMITI SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320001;AVENIDA PRESIDENTE WILSON;1033;ITARARE;81165181;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;07946042000169;;2062;0.0;0.0;0.0;0.0;1.0;0.0;11;NAO
6326889;3551006326889;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;POSTO DE ENFERMAGEM DO ITARARE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;1;11321000;AV AYRTON SENNA DA SILVA;S/N;ITARARE;1334676649;-23.972.133;-46.368.856;01;ATENDIMENTO SOMENTE PELA MANHA;;;1244;0.0;0.0;0.0;0.0;0.0;0.0;04;NAO
